tanggal,jam,suhu_celsius,hari_libur,jumlah_penghuni,jumlah_perangkat_aktif,jam_penggunaan_rata_rata,konsumsi_kwh
2019-09-04,20,29.15,0,6,9,7.29,20.122
2019-09-05,21,27.39,0,4,7,6.87,14.391
2019-09-06,13,29.98,0,1,5,6.26,12.744
2019-09-07,19,30.46,0,3,5,8.21,17.676
2019-09-08,19,32.19,0,5,14,8.45,29.297
2019-09-09,22,31.51,0,1,13,8.57,20.88
2019-09-10,12,26.43,0,2,4,8.63,12.31
2019-09-11,19,31.76,0,5,8,8.21,21.253
2019-09-12,17,30.91,0,6,4,6.55,17.981
2019-09-13,22,31.37,0,2,3,7.37,17.882
2019-09-14,14,31.97,0,2,7,7.78,19.595
2019-09-15,7,30.17,0,6,10,9.01,23.926
2019-09-16,18,29.17,0,4,15,6.18,19.596
2019-09-17,9,30.51,0,4,8,8.46,19.519
2019-09-18,17,28.09,0,4,12,8.04,19.936
2019-09-19,19,30.98,1,3,13,8.24,24.124
2019-09-20,9,28.36,0,1,13,9.37,16.247
2019-09-21,13,30.09,0,4,4,9.61,20.307
2019-09-22,20,28.61,0,2,15,11.36,20.697
2019-09-23,18,27.93,0,6,7,6.19,18.221
2019-09-24,22,31.7,0,5,7,7.09,22.216
2019-09-25,20,29.64,0,4,15,7.9,20.056
2019-09-26,18,29.04,1,3,9,9.54,19.736
2019-09-27,19,29.16,0,1,8,8.17,14.455
2019-09-28,14,28.16,0,5,13,10.41,22.597
2019-09-29,17,28.38,0,1,3,8.12,13.229
2019-09-30,19,27.61,0,2,10,6.87,16.411
2019-10-01,5,25.33,0,2,13,7.92,17.06
2019-10-02,17,29.47,0,3,15,7.52,20.81
2019-10-03,17,27.43,0,3,15,8.5,19.999
2019-10-04,22,29.43,0,3,8,8.06,17.531
2019-10-05,23,27.14,0,1,11,8.03,15.761
2019-10-06,8,29.99,0,6,6,9.4,19.908
2019-10-07,17,30.72,0,1,9,9.36,16.801
2019-10-08,19,27.75,0,1,12,6.14,14.585
2019-10-09,17,27.79,0,5,10,6.1,16.805
2019-10-10,9,27.83,0,3,12,9.88,17.441
2019-10-11,12,27.95,0,6,7,7.97,17.237
2019-10-12,13,27.18,0,5,6,9.82,18.622
2019-10-13,8,29.11,0,1,13,9.15,15.646
2019-10-14,21,30.0,0,5,12,7.04,19.965
2019-10-15,16,29.51,1,1,8,11.36,15.693
2019-10-16,17,30.4,0,4,15,8.09,24.523
2019-10-17,9,31.82,0,1,5,7.08,17.919
2019-10-18,22,29.96,0,1,11,7.79,16.73
2019-10-19,6,30.15,0,4,12,11.15,24.29
2019-10-20,19,27.96,0,1,4,8.12,13.147
2019-10-21,21,28.27,0,5,5,7.03,15.013
2019-10-22,17,27.91,0,4,11,6.08,17.453
2019-10-23,22,28.93,0,3,14,9.68,20.866
2019-10-24,21,29.55,0,4,15,6.53,21.37
2019-10-25,18,28.22,0,2,14,8.99,18.067
2019-10-26,18,28.67,0,2,4,10.81,15.007
2019-10-27,20,25.84,0,4,7,11.49,19.461
2019-10-28,19,29.17,0,1,3,7.68,12.033
2019-10-29,8,27.18,0,3,15,9.33,20.095
2019-10-30,22,28.62,0,5,6,8.97,16.758
2019-10-31,19,26.74,0,5,3,6.02,12.21
2019-11-01,14,27.64,0,4,5,7.98,14.44
2019-11-02,8,27.74,0,2,7,10.29,15.775
2019-11-03,18,27.91,0,6,9,11.29,22.456
2019-11-04,18,30.03,0,3,15,8.76,23.959
2019-11-05,20,27.61,0,2,6,8.2,13.564
2019-11-06,22,27.13,0,2,3,9.3,11.921
2019-11-07,21,28.16,0,5,3,6.74,14.433
2019-11-08,20,27.36,0,5,3,9.26,15.084
2019-11-09,14,24.99,0,3,3,7.59,13.037
2019-11-10,22,25.58,0,4,3,7.57,14.995
2019-11-11,22,29.39,0,6,13,6.5,21.313
2019-11-12,22,25.16,0,4,6,6.28,14.072
2019-11-13,23,28.22,0,6,15,9.2,21.855
2019-11-14,8,27.49,0,3,9,8.86,16.393
2019-11-15,20,29.35,0,2,12,9.61,18.229
2019-11-16,22,27.2,0,4,12,7.7,20.924
2019-11-17,18,25.2,0,5,11,9.11,18.727
2019-11-18,19,26.78,0,5,9,8.88,17.55
2019-11-19,9,30.05,0,1,12,7.0,19.63
2019-11-20,18,27.79,0,2,6,8.68,13.928
2019-11-21,19,27.53,0,3,13,7.84,17.009
2019-11-22,5,26.14,0,2,7,6.34,13.344
2019-11-23,22,27.85,0,1,6,8.11,13.956
2019-11-24,17,26.31,0,5,9,7.71,19.213
2019-11-25,9,26.69,0,1,4,7.46,12.032
2019-11-26,12,28.33,0,5,4,6.92,14.661
2019-11-27,22,25.33,0,4,6,8.18,15.5
2019-11-28,17,28.16,0,4,11,9.03,16.65
2019-11-29,18,28.08,0,2,10,7.14,13.953
2019-11-30,20,25.62,0,5,7,8.25,17.633
2019-12-01,17,25.71,0,3,8,8.4,14.698
2019-12-02,15,27.89,0,1,7,8.45,13.854
2019-12-03,20,26.11,0,6,6,9.31,17.635
2019-12-04,13,24.69,0,5,11,7.97,17.014
2019-12-05,17,28.37,0,6,9,6.03,19.143
2019-12-06,20,27.74,0,4,10,6.91,16.674
2019-12-07,13,24.2,0,5,6,8.33,17.707
2019-12-08,22,27.02,0,6,10,10.85,22.996
2019-12-09,7,25.62,0,2,10,6.44,12.053
2019-12-10,21,26.3,0,6,10,9.56,19.684
2019-12-11,9,27.68,0,1,11,8.59,15.075
2019-12-12,17,24.68,0,3,4,9.51,13.775
2019-12-13,18,26.4,0,3,10,9.66,18.071
2019-12-14,19,28.07,0,5,11,9.47,19.623
2019-12-15,21,25.93,0,4,10,8.29,20.034
2019-12-16,16,24.38,0,3,15,6.12,19.129
2019-12-17,13,27.57,0,5,7,9.24,17.171
2019-12-18,19,24.64,0,5,12,9.28,20.485
2019-12-19,22,28.33,0,4,4,7.23,13.764
2019-12-20,6,26.64,0,1,12,6.83,13.986
2019-12-21,5,23.91,0,2,10,10.1,15.632
2019-12-22,22,27.75,0,6,15,9.98,26.479
2019-12-23,19,28.64,0,4,11,9.07,19.282
2019-12-24,19,26.79,0,2,15,9.71,18.177
2019-12-25,11,28.62,1,2,11,11.3,20.828
2019-12-26,20,26.34,0,3,11,7.23,15.129
2019-12-27,21,26.14,0,3,5,6.08,11.875
2019-12-28,20,27.76,0,6,3,7.69,16.229
2019-12-29,6,25.1,0,4,6,9.49,16.304
2019-12-30,21,24.85,0,1,15,6.94,17.751
2019-12-31,19,27.29,0,3,9,8.19,15.704
2020-01-01,17,25.98,1,3,11,8.58,17.709
2020-01-02,17,27.48,0,2,10,8.84,14.706
2020-01-03,18,27.35,0,3,3,7.02,11.046
2020-01-04,13,26.91,0,1,12,8.57,18.211
2020-01-05,5,25.81,0,4,11,8.17,20.497
2020-01-06,17,25.71,0,4,7,7.95,16.7
2020-01-07,10,26.25,0,2,14,7.67,18.429
2020-01-08,17,24.77,0,4,6,9.16,16.287
2020-01-09,19,26.92,0,5,6,7.79,15.892
2020-01-10,6,24.08,0,4,12,9.53,18.876
2020-01-11,16,26.87,0,3,9,10.44,18.215
2020-01-12,20,25.85,0,2,15,7.65,19.165
2020-01-13,21,24.67,0,1,14,8.37,16.313
2020-01-14,22,26.39,0,3,11,6.75,15.998
2020-01-15,15,25.2,0,5,12,6.83,16.703
2020-01-16,21,23.19,0,4,4,7.01,14.094
2020-01-17,14,27.86,0,1,10,8.69,13.369
2020-01-18,21,26.26,0,3,5,8.14,14.381
2020-01-19,17,26.55,0,3,11,11.31,21.913
2020-01-20,18,25.62,0,6,14,6.35,18.176
2020-01-21,19,25.51,0,5,14,7.25,20.093
2020-01-22,20,26.06,0,6,3,6.49,15.17
2020-01-23,22,25.48,0,4,9,9.92,19.313
2020-01-24,8,26.55,0,3,3,6.77,11.192
2020-01-25,20,28.82,0,3,14,10.96,22.433
2020-01-26,22,26.19,0,5,4,11.38,17.068
2020-01-27,18,25.71,0,3,10,6.35,14.551
2020-01-28,17,26.83,0,2,5,8.82,13.194
2020-01-29,5,26.32,0,6,5,9.61,17.135
2020-01-30,22,24.03,0,5,12,9.98,19.315
2020-01-31,20,27.07,0,6,6,8.92,17.793
2020-02-01,22,24.92,0,6,15,10.48,23.062
2020-02-02,16,25.27,0,1,9,11.29,15.504
2020-02-03,14,25.63,0,6,15,6.72,20.626
2020-02-04,18,25.33,0,5,5,6.23,15.591
2020-02-05,10,24.85,0,4,15,9.74,20.377
2020-02-06,21,24.85,0,5,4,9.87,16.754
2020-02-07,9,27.21,0,2,11,9.12,16.601
2020-02-08,20,23.7,0,5,4,8.56,17.226
2020-02-09,20,27.12,0,6,13,8.6,24.022
2020-02-10,20,27.63,0,1,11,9.96,15.661
2020-02-11,23,26.17,0,4,4,6.06,11.431
2020-02-12,19,27.08,0,3,8,6.86,16.047
2020-02-13,17,27.45,0,2,4,9.89,12.506
2020-02-14,16,24.3,0,2,5,7.16,13.404
2020-02-15,12,26.88,0,2,10,9.0,17.881
2020-02-16,20,25.52,1,6,5,7.87,19.601
2020-02-17,19,24.56,0,2,8,9.1,14.631
2020-02-18,17,23.7,0,2,12,6.85,14.472
2020-02-19,17,22.42,0,3,13,9.8,18.994
2020-02-20,19,24.72,0,1,7,6.71,11.719
2020-02-21,20,25.3,0,2,3,9.13,12.768
2020-02-22,12,25.82,0,2,11,8.59,15.218
2020-02-23,21,25.52,0,2,3,10.02,13.405
2020-02-24,18,23.19,0,6,11,9.01,21.786
2020-02-25,16,25.16,0,3,10,8.08,15.791
2020-02-26,18,29.04,0,3,3,7.84,14.108
2020-02-27,6,27.86,0,3,11,6.21,15.757
2020-02-28,18,24.88,0,2,12,8.16,16.915
2020-02-29,16,26.85,0,5,6,9.83,17.922
2020-03-01,18,26.33,0,4,14,10.31,19.918
2020-03-02,19,24.1,0,6,4,8.86,15.588
2020-03-03,19,26.13,0,6,13,8.85,23.353
2020-03-04,19,25.62,0,1,8,9.65,13.807
2020-03-05,20,23.59,0,4,5,7.44,15.032
2020-03-06,19,26.58,0,3,13,8.26,20.433
2020-03-07,21,24.64,0,6,9,9.82,19.93
2020-03-08,23,25.19,0,3,13,7.53,20.702
2020-03-09,19,25.99,0,2,4,6.36,11.767
2020-03-10,17,27.09,0,1,3,7.27,8.866
2020-03-11,9,23.56,0,6,12,6.43,22.748
2020-03-12,20,25.65,0,3,6,8.92,14.307
2020-03-13,21,27.8,0,1,6,8.39,12.443
2020-03-14,20,26.77,1,3,10,10.63,20.069
2020-03-15,17,26.99,0,5,15,11.08,23.559
2020-03-16,20,25.59,0,5,5,7.38,14.574
2020-03-17,9,27.01,0,2,13,9.74,17.44
2020-03-18,17,26.93,0,6,3,9.84,15.48
2020-03-19,17,25.67,0,3,14,6.07,15.603
2020-03-20,22,24.97,0,2,12,6.0,15.543
2020-03-21,19,25.08,0,1,3,9.99,13.734
2020-03-22,9,25.81,0,1,8,7.54,14.156
2020-03-23,18,24.26,0,4,14,7.63,18.873
2020-03-24,18,27.61,0,2,14,7.09,16.812
2020-03-25,7,28.84,0,6,9,7.98,19.219
2020-03-26,17,26.13,0,2,6,7.05,12.196
2020-03-27,18,28.69,0,5,15,9.23,23.492
2020-03-28,22,23.7,0,4,5,10.38,14.994
2020-03-29,19,26.11,0,2,10,9.38,17.658
2020-03-30,22,23.62,0,5,6,8.05,15.153
2020-03-31,20,25.02,0,1,8,6.07,12.141
2020-04-01,17,24.45,0,4,4,6.89,14.258
2020-04-02,9,26.38,0,2,13,6.94,16.08
2020-04-03,19,29.28,0,2,15,9.05,18.359
2020-04-04,16,25.37,0,4,14,9.74,20.69
2020-04-05,22,28.8,0,4,7,9.37,16.933
2020-04-06,22,25.35,0,5,9,7.03,17.891
2020-04-07,7,25.78,0,3,5,8.95,14.161
2020-04-08,19,28.73,0,1,4,9.93,12.391
2020-04-09,18,25.1,0,4,10,8.11,17.908
2020-04-10,9,27.21,0,2,3,9.92,12.919
2020-04-11,17,28.87,0,6,8,10.08,21.274
2020-04-12,16,28.32,0,5,15,10.32,23.23
2020-04-13,22,27.16,0,6,3,6.0,13.207
2020-04-14,20,29.97,0,4,9,9.27,20.665
2020-04-15,17,27.42,0,4,8,6.09,15.517
2020-04-16,22,26.74,0,4,6,8.28,15.943
2020-04-17,21,28.49,0,4,5,7.14,13.434
2020-04-18,19,27.73,0,2,8,10.93,15.891
2020-04-19,21,28.32,0,1,11,8.45,17.183
2020-04-20,12,25.78,0,3,4,6.22,12.16
2020-04-21,22,29.55,1,2,9,10.59,20.731
2020-04-22,18,29.48,0,4,12,9.67,21.712
2020-04-23,19,27.66,0,4,10,6.72,16.988
2020-04-24,22,24.83,0,5,5,9.71,15.222
2020-04-25,22,28.42,0,1,14,10.58,18.971
2020-04-26,18,27.87,0,5,9,10.19,19.872
2020-04-27,10,27.84,0,6,9,8.16,20.042
2020-04-28,10,25.67,0,6,4,7.21,15.572
2020-04-29,19,26.21,0,5,10,9.39,18.882
2020-04-30,19,26.2,0,6,10,6.57,20.687
2020-05-01,18,27.9,1,6,10,8.04,23.043
2020-05-02,20,27.3,0,4,12,11.04,19.916
2020-05-03,6,27.86,0,1,14,8.44,18.558
2020-05-04,18,26.23,0,6,6,6.57,16.771
2020-05-05,17,27.69,0,1,7,7.31,12.181
2020-05-06,20,28.08,0,2,10,8.94,17.115
2020-05-07,6,26.88,0,3,3,7.4,12.854
2020-05-08,19,28.51,0,4,11,7.75,20.34
2020-05-09,17,27.57,0,2,3,11.17,14.257
2020-05-10,18,25.77,0,6,9,8.27,19.872
2020-05-11,14,29.78,0,4,15,6.86,25.533
2020-05-12,22,31.5,0,1,3,9.88,17.029
2020-05-13,20,31.71,0,5,12,6.61,23.057
2020-05-14,5,28.16,0,6,9,9.33,20.095
2020-05-15,18,29.04,0,2,13,6.02,17.143
2020-05-16,9,27.5,0,2,5,8.3,14.164
2020-05-17,18,28.64,0,1,13,10.55,19.518
2020-05-18,22,31.35,0,3,14,7.05,21.486
2020-05-19,7,28.49,0,1,4,9.82,12.284
2020-05-20,20,28.7,0,4,3,8.19,15.335
2020-05-21,19,30.9,0,5,3,7.79,17.992
2020-05-22,17,29.05,0,1,15,8.49,19.292
2020-05-23,17,27.62,0,1,3,10.99,12.762
2020-05-24,20,28.25,0,1,14,11.28,21.565
2020-05-25,13,29.57,0,1,7,6.35,13.572
2020-05-26,16,30.35,0,2,7,9.84,17.589
2020-05-27,5,28.53,0,4,15,9.42,17.852
2020-05-28,18,29.92,0,4,12,9.7,23.813
2020-05-29,21,28.11,0,3,8,6.42,16.384
2020-05-30,19,29.77,0,2,12,10.18,21.362
2020-05-31,21,27.51,0,1,6,11.0,13.338
2020-06-01,21,30.73,1,5,12,10.17,24.092
2020-06-02,11,28.76,0,1,12,9.47,18.471
2020-06-03,21,28.56,0,3,3,9.65,12.695
2020-06-04,19,28.84,0,6,12,6.49,18.542
2020-06-05,18,28.97,0,1,3,8.0,11.942
2020-06-06,19,30.02,0,6,8,8.12,19.69
2020-06-07,21,28.41,0,6,9,11.46,21.434
2020-06-08,13,30.06,0,3,5,6.56,16.022
2020-06-09,17,30.52,0,4,15,8.14,22.485
2020-06-10,6,28.22,0,1,8,9.43,14.256
2020-06-11,13,28.08,0,3,14,8.88,19.871
2020-06-12,21,29.16,1,6,13,9.27,21.667
2020-06-13,23,31.36,0,3,10,10.66,24.007
2020-06-14,19,26.75,0,2,5,10.82,15.474
2020-06-15,19,28.8,1,4,8,7.96,18.16
2020-06-16,18,28.66,0,2,14,6.81,16.887
2020-06-17,19,31.86,0,4,15,7.96,24.73
2020-06-18,20,27.35,0,1,15,7.66,16.034
2020-06-19,20,29.92,0,4,13,8.64,20.001
2020-06-20,20,31.31,0,5,11,10.28,26.517
2020-06-21,21,29.11,0,2,4,8.84,15.257
2020-06-22,17,29.36,0,4,10,6.5,19.467
2020-06-23,20,29.97,0,2,13,7.55,19.448
2020-06-24,19,29.5,0,6,9,7.75,21.501
2020-06-25,22,29.09,0,2,4,8.73,11.879
2020-06-26,21,34.39,0,1,6,6.99,25.561
2020-06-27,22,28.53,0,5,6,11.39,18.106
2020-06-28,23,29.81,0,5,9,7.61,19.0
2020-06-29,9,29.17,0,6,7,8.23,17.577
2020-06-30,7,32.27,0,5,14,9.53,26.816
2020-07-01,14,31.95,0,2,13,7.83,22.949
2020-07-02,22,28.83,0,1,15,9.67,18.904
2020-07-03,9,29.1,0,3,8,8.51,16.275
2020-07-04,14,29.03,0,6,8,9.56,22.284
2020-07-05,19,28.77,0,1,4,9.01,12.473
2020-07-06,18,30.22,0,6,9,9.72,22.825
2020-07-07,6,31.3,0,3,3,8.14,16.944
2020-07-08,19,28.41,0,4,15,9.32,22.605
2020-07-09,5,30.79,0,3,8,7.0,19.538
2020-07-10,10,28.25,0,1,6,6.39,12.547
2020-07-11,17,32.01,0,5,12,10.33,27.75
2020-07-12,21,31.42,0,2,8,8.99,20.79
2020-07-13,20,28.65,0,3,12,6.07,18.244
2020-07-14,21,29.27,0,1,3,9.5,10.216
2020-07-15,6,29.01,0,6,14,6.48,19.034
2020-07-16,20,28.91,0,6,15,9.08,21.459
2020-07-17,21,31.08,0,6,7,8.99,25.513
2020-07-18,21,31.35,0,2,4,8.91,18.868
2020-07-19,22,32.18,0,1,14,10.28,24.696
2020-07-20,20,28.25,0,4,10,9.31,18.667
2020-07-21,22,31.47,0,2,5,9.77,18.052
2020-07-22,22,31.93,0,2,14,6.46,22.417
2020-07-23,17,33.45,0,3,10,7.72,24.596
2020-07-24,17,30.7,0,2,8,8.35,17.621
2020-07-25,6,30.24,0,2,12,10.04,19.977
2020-07-26,20,31.5,0,4,13,11.11,24.349
2020-07-27,21,31.91,0,4,11,7.73,25.116
2020-07-28,19,30.41,0,2,10,7.48,17.286
2020-07-29,9,30.19,0,4,7,6.7,17.876
2020-07-30,20,27.31,0,4,3,9.07,13.578
2020-07-31,17,31.53,0,3,6,8.84,19.787
2020-08-01,9,30.56,0,1,9,9.31,18.238
2020-08-02,14,27.66,0,3,13,7.76,20.187
2020-08-03,12,32.4,0,5,8,8.22,23.275
2020-08-04,18,29.7,0,1,8,8.68,15.09
2020-08-05,17,30.41,0,6,15,9.63,24.875
2020-08-06,20,31.29,0,5,6,7.15,21.762
2020-08-07,8,31.31,0,6,3,8.43,17.276
2020-08-08,20,29.73,0,5,6,7.63,19.104
2020-08-09,16,31.17,0,3,8,7.68,22.407
2020-08-10,23,29.43,0,3,9,9.21,17.95
2020-08-11,19,30.32,0,5,13,9.36,24.227
2020-08-12,7,31.56,0,3,8,7.89,21.117
2020-08-13,11,31.19,0,1,3,9.8,16.949
2020-08-14,20,30.4,0,5,8,9.07,19.817
2020-08-15,17,29.84,0,6,11,7.73,23.276
2020-08-16,16,30.14,0,3,15,9.32,23.058
2020-08-17,17,32.19,1,3,3,10.32,22.834
2020-08-18,18,29.61,0,4,14,9.85,21.103
2020-08-19,18,28.69,0,2,12,8.23,18.154
2020-08-20,22,30.64,0,2,5,6.55,16.14
2020-08-21,22,31.68,0,4,4,8.18,19.495
2020-08-22,5,28.32,0,1,10,7.77,15.107
2020-08-23,22,27.36,0,5,10,10.05,21.064
2020-08-24,7,31.47,0,6,5,8.45,21.695
2020-08-25,18,29.84,0,1,10,9.9,17.182
2020-08-26,21,29.97,0,2,9,6.71,16.167
2020-08-27,19,28.78,0,2,5,7.03,14.224
2020-08-28,7,26.78,0,5,4,9.83,15.97
2020-08-29,8,31.64,0,2,8,7.67,22.823
2020-08-30,21,28.91,0,4,15,10.65,23.972
2020-08-31,14,28.16,0,3,5,7.67,13.898
2020-09-01,17,28.95,0,5,9,9.03,18.318
2020-09-02,22,32.01,0,2,15,9.17,24.062
2020-09-03,18,26.47,0,5,6,8.92,15.946
2020-09-04,18,31.23,0,3,3,6.53,17.607
2020-09-05,22,28.54,0,4,11,9.74,19.833
2020-09-06,18,32.26,0,2,6,8.12,21.103
2020-09-07,18,29.41,0,5,10,8.58,18.26
2020-09-08,17,28.77,0,6,5,6.08,16.988
2020-09-09,19,30.89,0,3,13,7.97,21.537
2020-09-10,21,31.2,0,1,7,9.17,19.701
2020-09-11,17,29.6,0,1,3,7.7,12.846
2020-09-12,22,27.93,0,5,5,10.96,16.257
2020-09-13,19,29.06,1,3,4,8.22,16.321
2020-09-14,17,29.98,0,4,12,8.9,19.501
2020-09-15,22,30.85,0,3,9,9.8,20.434
2020-09-16,21,28.22,0,6,4,8.73,16.117
2020-09-17,20,30.39,0,6,15,6.81,24.149
2020-09-18,6,29.65,0,5,14,6.12,18.403
2020-09-19,7,29.0,0,3,6,11.29,17.903
2020-09-20,21,27.8,1,2,13,8.15,19.178
2020-09-21,17,27.45,0,6,9,8.17,19.284
2020-09-22,17,29.97,0,1,3,8.39,12.906
2020-09-23,21,30.32,0,5,10,8.3,20.201
2020-09-24,20,28.55,0,6,6,9.02,16.407
2020-09-25,15,29.15,0,3,5,6.42,14.339
2020-09-26,10,28.33,0,2,7,10.88,17.113
2020-09-27,5,27.34,0,2,3,8.7,12.774
2020-09-28,17,29.37,0,4,12,7.24,19.659
2020-09-29,7,29.22,0,4,6,7.07,17.939
2020-09-30,15,28.04,0,5,12,9.95,20.828
2020-10-01,21,28.64,0,1,3,8.58,10.671
2020-10-02,22,28.44,0,6,11,7.24,18.75
2020-10-03,19,28.68,0,3,5,9.57,16.969
2020-10-04,19,28.19,0,5,5,9.64,17.936
2020-10-05,12,30.46,0,5,4,9.09,19.914
2020-10-06,19,28.85,0,3,11,6.87,18.386
2020-10-07,19,28.41,0,2,9,7.33,15.163
2020-10-08,13,25.78,0,3,8,9.42,15.101
2020-10-09,18,29.6,0,3,4,8.64,14.718
2020-10-10,21,28.49,0,6,15,9.64,25.396
2020-10-11,16,26.26,0,4,7,8.88,17.315
2020-10-12,18,31.21,0,5,9,6.33,20.613
2020-10-13,22,29.71,0,4,6,7.87,17.166
2020-10-14,21,25.9,0,6,15,6.79,22.094
2020-10-15,17,29.85,0,2,11,7.1,16.763
2020-10-16,18,27.78,0,4,11,6.28,18.405
2020-10-17,22,26.69,0,4,3,10.34,16.063
2020-10-18,19,29.33,0,2,10,8.75,18.672
2020-10-19,21,30.28,0,6,11,8.08,20.845
2020-10-20,14,26.3,0,3,8,7.52,13.238
2020-10-21,14,28.36,0,4,7,9.97,19.841
2020-10-22,15,29.49,0,3,14,9.12,20.215
2020-10-23,10,30.08,0,5,11,7.89,21.476
2020-10-24,9,28.43,0,6,6,10.49,19.139
2020-10-25,17,28.37,0,2,14,10.38,18.401
2020-10-26,22,27.49,0,6,7,7.63,18.638
2020-10-27,17,26.79,0,2,14,7.4,16.908
2020-10-28,21,27.33,0,4,14,9.78,19.695
2020-10-29,20,27.81,0,3,12,9.9,17.828
2020-10-30,6,28.02,0,2,8,6.91,14.002
2020-10-31,5,26.86,0,3,3,10.33,15.902
2020-11-01,21,25.45,0,3,4,10.13,15.461
2020-11-02,22,29.59,0,5,6,8.67,19.732
2020-11-03,17,28.52,0,2,15,7.56,18.069
2020-11-04,21,27.45,0,1,11,8.63,15.343
2020-11-05,20,29.52,0,2,10,8.46,16.738
2020-11-06,19,28.24,0,6,13,6.39,17.342
2020-11-07,22,25.82,0,5,8,11.2,22.03
2020-11-08,6,27.6,0,6,4,11.32,18.092
2020-11-09,8,27.69,0,6,3,6.71,15.049
2020-11-10,17,26.25,0,4,9,7.37,15.486
2020-11-11,19,26.16,0,6,7,9.62,19.503
2020-11-12,14,26.01,0,1,15,6.97,16.761
2020-11-13,22,30.56,0,1,10,7.25,18.171
2020-11-14,13,28.21,0,5,13,9.66,23.114
2020-11-15,21,27.47,0,5,12,11.36,20.693
2020-11-16,21,24.99,0,1,4,8.22,10.323
2020-11-17,9,29.49,0,5,12,9.53,22.233
2020-11-18,22,30.58,0,1,5,8.13,15.641
2020-11-19,17,27.82,0,4,6,9.76,15.684
2020-11-20,8,25.87,0,6,10,7.17,18.599
2020-11-21,21,25.67,0,5,3,11.43,14.494
2020-11-22,17,30.76,0,5,3,9.93,20.171
2020-11-23,23,25.17,0,1,9,8.88,15.355
2020-11-24,19,25.29,0,1,13,8.9,17.986
2020-11-25,17,27.66,1,5,6,9.51,18.39
2020-11-26,19,24.71,0,6,6,7.4,16.652
2020-11-27,21,26.84,0,1,11,6.21,13.353
2020-11-28,15,26.77,0,3,9,11.0,18.073
2020-11-29,20,26.74,0,6,14,8.54,21.977
2020-11-30,20,24.38,0,5,14,6.74,21.432
2020-12-01,11,25.01,0,6,13,6.63,21.285
2020-12-02,19,27.19,0,4,11,9.94,19.438
2020-12-03,21,27.22,0,2,12,8.27,18.328
2020-12-04,20,25.47,0,4,7,9.36,16.844
2020-12-05,16,25.26,0,3,10,7.79,15.81
2020-12-06,16,28.36,0,3,6,8.56,16.109
2020-12-07,19,25.06,0,3,14,6.55,17.797
2020-12-08,15,26.59,0,6,5,7.61,16.158
2020-12-09,22,28.54,0,2,5,9.93,14.405
2020-12-10,18,27.65,0,1,5,7.31,11.227
2020-12-11,17,27.48,0,6,10,8.68,20.771
2020-12-12,22,25.93,0,5,10,10.73,21.626
2020-12-13,19,26.05,0,3,15,8.07,22.27
2020-12-14,20,27.3,0,3,12,6.04,18.68
2020-12-15,18,30.64,0,2,11,9.96,19.023
2020-12-16,22,28.69,0,4,4,6.57,14.543
2020-12-17,22,26.77,0,4,13,8.8,19.622
2020-12-18,7,24.9,0,2,15,7.56,17.507
2020-12-19,21,22.91,0,2,15,11.14,21.579
2020-12-20,11,25.58,0,6,7,11.33,21.265
2020-12-21,21,24.37,0,1,5,7.1,11.437
2020-12-22,18,26.21,0,3,9,7.04,15.356
2020-12-23,21,25.28,0,1,4,6.34,9.155
2020-12-24,12,25.45,0,3,8,8.22,15.08
2020-12-25,14,24.39,1,1,6,9.21,14.284
2020-12-26,18,26.85,0,3,4,11.35,16.01
2020-12-27,7,27.16,0,4,9,8.14,18.42
2020-12-28,21,23.94,0,4,8,8.94,17.452
2020-12-29,19,24.93,0,1,5,7.55,10.979
2020-12-30,17,26.76,0,2,6,8.83,15.117
2020-12-31,18,27.62,0,5,7,6.39,15.578
2021-01-01,21,25.09,1,5,14,8.91,22.585
2021-01-02,17,24.28,0,1,11,10.97,17.8
2021-01-03,18,24.05,0,1,15,9.95,18.626
2021-01-04,19,25.77,0,4,11,8.36,18.466
2021-01-05,19,24.35,0,6,7,8.62,18.677
2021-01-06,19,25.18,0,1,4,8.63,11.634
2021-01-07,8,25.39,0,1,4,8.09,12.437
2021-01-08,19,27.2,1,4,12,9.59,21.532
2021-01-09,15,24.2,0,3,8,9.11,18.104
2021-01-10,11,24.58,0,5,4,7.62,18.163
2021-01-11,19,25.09,0,2,12,9.84,16.982
2021-01-12,22,27.47,0,5,13,7.31,18.55
2021-01-13,17,25.85,0,4,11,9.62,17.892
2021-01-14,22,29.26,0,2,8,8.74,15.134
2021-01-15,17,25.45,0,6,6,6.17,16.07
2021-01-16,18,23.43,0,2,5,11.15,14.689
2021-01-17,19,24.44,0,4,7,8.23,17.006
2021-01-18,11,26.29,0,2,10,9.15,16.056
2021-01-19,17,23.6,0,6,14,9.52,21.826
2021-01-20,18,22.0,0,2,10,8.09,14.927
2021-01-21,17,27.02,0,3,10,7.51,16.524
2021-01-22,19,23.55,0,1,13,8.36,17.077
2021-01-23,19,26.64,0,4,13,11.08,21.254
2021-01-24,12,27.17,0,2,8,9.36,15.455
2021-01-25,19,24.44,0,1,4,8.6,11.583
2021-01-26,21,26.59,0,2,12,7.13,14.984
2021-01-27,20,24.87,0,2,5,8.86,12.158
2021-01-28,12,26.35,0,4,10,9.67,18.032
2021-01-29,19,22.83,0,3,12,8.96,19.647
2021-01-30,21,28.29,0,1,7,9.82,15.201
